Date,Lake,Chloride.mgL
8/1/1995,Monona,39.5
9/1/1995,Monona,38.7
10/1/1995,Monona,38.6
1/1/1996,Monona,42.2
3/1/1996,Monona,41.2
4/1/1996,Monona,45.2
5/1/1996,Monona,46
5/1/1996,Monona,43.72
6/1/1996,Monona,39.9
8/5/1996,Monona,39.51
9/1/1996,Monona,41.1
11/1/1996,Monona,44.4
11/25/1996,Monona,23.52
12/1/1996,Monona,43.6
1/1/1997,Monona,46.7
2/1/1997,Monona,44.5
3/1/1997,Monona,46.3
4/1/1997,Monona,56.9
5/1/1997,Monona,35.6
5/1/1997,Monona,49.05
6/1/1997,Monona,48
7/1/1997,Monona,41.8
8/7/1997,Monona,45.94
9/1/1997,Monona,49.9
11/1/1997,Monona,49.9
11/25/1997,Monona,46.76
4/27/1998,Monona,47.01
6/1/1998,Monona,43.8
7/1/1998,Monona,42.6
8/2/1998,Monona,41.76
9/1/1998,Monona,40.1
10/1/1998,Monona,40.4
10/27/1998,Monona,21.53
12/1/1998,Monona,40.5
2/1/1999,Monona,43.2
3/1/1999,Monona,42
4/12/1999,Monona,49.97
5/1/1999,Monona,45.8
7/1/1999,Monona,40.5
7/7/1999,Monona,43.77
8/1/1999,Monona,41
9/1/1999,Monona,42.2
10/1/1999,Monona,42.8
10/26/1999,Monona,44.4
12/1/1999,Monona,42.2
2/1/2000,Monona,41.3
4/1/2000,Monona,45.3
4/10/2000,Monona,46.79
5/1/2000,Monona,45.1
6/1/2000,Monona,39
7/1/2000,Monona,37.5
7/3/2000,Monona,40.04
8/1/2000,Monona,36.9
9/1/2000,Monona,36.3
10/1/2000,Monona,41.4
10/24/2000,Monona,38.86
11/1/2000,Monona,42.1
1/1/2001,Monona,42.2
1/15/2001,Monona,37.91
3/1/2001,Monona,44
4/1/2001,Monona,45.3
4/25/2001,Monona,46.3
5/1/2001,Monona,46.6
6/1/2001,Monona,45.5
7/1/2001,Monona,45.1
7/30/2001,Monona,44.1
10/1/2001,Monona,40.7
10/22/2001,Monona,40.33
11/1/2001,Monona,43
12/1/2001,Monona,43.3
1/2/2002,Monona,43.8
2/2/2002,Monona,43.4
3/2/2002,Monona,47.5
4/2/2002,Monona,46.9
4/23/2002,Monona,41.08
5/2/2002,Monona,46.3
6/2/2002,Monona,45.1
7/2/2002,Monona,45.8
7/16/2002,Monona,40.35
8/2/2002,Monona,46
9/2/2002,Monona,46.8
10/2/2002,Monona,43.1
10/22/2002,Monona,45.95
11/2/2002,Monona,46.7
12/2/2002,Monona,47.2
1/3/2003,Monona,46.9
2/3/2003,Monona,46.9
2/13/2003,Monona,48.35
3/3/2003,Monona,47.6
4/3/2003,Monona,50.7
4/15/2003,Monona,49.67
5/3/2003,Monona,46.8
6/3/2003,Monona,47.5
7/3/2003,Monona,47.6
8/3/2003,Monona,48.6
8/5/2003,Monona,49.12
9/3/2003,Monona,50.9
10/3/2003,Monona,47.2
10/29/2003,Monona,49.45
11/3/2003,Monona,45
12/3/2003,Monona,43.6
1/4/2004,Monona,47.5
2/4/2004,Monona,47.4
2/17/2004,Monona,47
3/4/2004,Monona,48.7
4/4/2004,Monona,48.3
4/13/2004,Monona,50.81
5/4/2004,Monona,57.3
6/4/2004,Monona,43.6
7/4/2004,Monona,46
8/4/2004,Monona,41.5
8/5/2004,Monona,4.58
9/4/2004,Monona,41.6
10/4/2004,Monona,42.1
11/4/2004,Monona,46.8
11/4/2004,Monona,45.68
12/4/2004,Monona,44.4
1/5/2005,Monona,46.2
2/3/2005,Monona,46.04
2/5/2005,Monona,47.8
3/5/2005,Monona,48.7
4/5/2005,Monona,51.5
4/18/2005,Monona,59.46
5/5/2005,Monona,50.8
6/5/2005,Monona,52.7
7/5/2005,Monona,55.5
8/3/2005,Monona,56.51
8/5/2005,Monona,53.6
9/5/2005,Monona,53.3
10/5/2005,Monona,53.8
11/3/2005,Monona,57.82
11/5/2005,Monona,53.5
12/5/2005,Monona,59.1
1/6/2006,Monona,50.7
2/6/2006,Monona,54.8
3/6/2006,Monona,67.5
4/19/2006,Monona,64.08
5/6/2006,Monona,52.1
6/6/2006,Monona,52.5
7/6/2006,Monona,52
8/6/2006,Monona,51.6
8/8/2006,Monona,54.29
9/6/2006,Monona,50.3
10/6/2006,Monona,50.3
10/30/2006,Monona,53.71
11/6/2006,Monona,48.9
12/6/2006,Monona,47.9
1/5/2007,Monona,52.36
1/7/2007,Monona,50.3
2/7/2007,Monona,53.1
2/26/2007,Monona,50.57
3/7/2007,Monona,52
4/7/2007,Monona,53.7
4/17/2007,Monona,54.82
6/7/2007,Monona,52.2
7/7/2007,Monona,52.5
8/7/2007,Monona,49.59
9/7/2007,Monona,51.1
10/7/2007,Monona,47.4
10/29/2007,Monona,49.06
11/7/2007,Monona,46.5
3/3/2008,Monona,52.45
3/8/2008,Monona,61.1
4/8/2008,Monona,55.6
4/17/2008,Monona,67.12
5/8/2008,Monona,60.6
6/8/2008,Monona,53.5
7/8/2008,Monona,49.7
8/5/2008,Monona,50.57
8/8/2008,Monona,51.4
9/8/2008,Monona,53.2
10/8/2008,Monona,52.5
10/31/2008,Monona,51.03
11/8/2008,Monona,53.4
12/8/2008,Monona,52.9
1/9/2009,Monona,52.2
2/5/2009,Monona,52.61
2/9/2009,Monona,55
3/9/2009,Monona,57.1
4/9/2009,Monona,60.6
4/17/2009,Monona,62.9
5/9/2009,Monona,57.9
6/9/2009,Monona,55
7/9/2009,Monona,53.3
8/4/2009,Monona,58.35
8/9/2009,Monona,56.6
9/9/2009,Monona,56.7
10/9/2009,Monona,47.3
10/30/2009,Monona,58.62
11/9/2009,Monona,51.3
12/9/2009,Monona,56.5
1/10/2010,Monona,53.6
2/3/2010,Monona,58.37
2/10/2010,Monona,54.6
3/10/2010,Monona,56.8
4/10/2010,Monona,59.5
4/12/2010,Monona,65.25
5/10/2010,Monona,61.2
6/10/2010,Monona,54.1
7/10/2010,Monona,54
8/4/2010,Monona,54.95
8/10/2010,Monona,56.1
9/10/2010,Monona,56.9
10/10/2010,Monona,52.6
11/2/2010,Monona,54.56
11/10/2010,Monona,55.3
1/11/2011,Monona,53.5
1/26/2011,Monona,57.84
2/11/2011,Monona,53.5
3/11/2011,Monona,54.1
4/11/2011,Monona,65.8
5/11/2011,Monona,62.1
5/17/2011,Monona,64.52
6/11/2011,Monona,61.8
7/11/2011,Monona,59.7
8/9/2011,Monona,63.72
8/11/2011,Monona,62.6
9/11/2011,Monona,61
10/11/2011,Monona,61.8
11/1/2011,Monona,64.63
11/11/2011,Monona,61.6
12/11/2011,Monona,59
1/12/2012,Monona,61.5
2/12/2012,Monona,64
3/12/2012,Monona,61.2
4/12/2012,Monona,69
4/18/2012,Monona,68.55
5/12/2012,Monona,65.2
6/12/2012,Monona,66.9
8/7/2012,Monona,68.9
8/12/2012,Monona,69.7
9/12/2012,Monona,68.6
10/12/2012,Monona,67.4
11/1/2012,Monona,67.52
11/12/2012,Monona,64.8
12/12/2012,Monona,65.2
2/5/2013,Monona,68.97
2/13/2013,Monona,71.1
3/13/2013,Monona,78.3
5/8/2013,Monona,79.43
5/13/2013,Monona,78.6
6/13/2013,Monona,71.3
7/13/2013,Monona,65.2
8/6/2013,Monona,65.13
8/13/2013,Monona,63.1
9/13/2013,Monona,65.4
10/13/2013,Monona,68.7
10/30/2013,Monona,69.37
2/14/2014,Monona,68.1
3/13/2014,Monona,71.13
3/14/2014,Monona,70.2
4/14/2014,Monona,76.9
4/30/2014,Monona,77.29
6/14/2014,Monona,68.4
7/14/2014,Monona,69.5
8/5/2014,Monona,68.13
8/14/2014,Monona,66.3
9/14/2014,Monona,66.3
10/14/2014,Monona,69.4
11/5/2014,Monona,68.64
12/13/2014,Monona,67.4
12/14/2014,Monona,67.3
1/15/2015,Monona,67
2/15/2015,Monona,68.8
3/6/2015,Monona,72.02
4/14/2015,Monona,71.74
4/15/2015,Monona,73.6
6/15/2015,Monona,71.1
7/15/2015,Monona,65.1
8/4/2015,Monona,71.86
8/15/2015,Monona,68.3
9/15/2015,Monona,67.8
10/15/2015,Monona,67
11/3/2015,Monona,67.54
2/4/2016,Monona,65.5
2/16/2016,Monona,64.6
3/16/2016,Monona,69.4
4/13/2016,Monona,71.7
4/16/2016,Monona,71.2
6/16/2016,Monona,67.1
7/16/2016,Monona,68.1
8/2/2016,Monona,67.94
8/16/2016,Monona,68.3
9/16/2016,Monona,65.2
10/16/2016,Monona,61.6
11/10/2016,Monona,63.9
12/16/2016,Monona,58.9
1/17/2017,Monona,58.9
2/13/2017,Monona,64.98
3/17/2017,Monona,64.5
4/17/2017,Monona,76.1
4/19/2017,Monona,78.75
5/17/2017,Monona,71.3
6/17/2017,Monona,70.7
7/17/2017,Monona,65.4
8/8/2017,Monona,69
8/17/2017,Monona,64.8
10/17/2017,Monona,64.4
11/3/2017,Monona,70.32
12/17/2017,Monona,68.2
1/18/2018,Monona,66.5
1/24/2018,Monona,64
2/18/2018,Monona,67.1
4/18/2018,Monona,70.2
4/24/2018,Monona,76.63
5/18/2018,Monona,70.7
6/18/2018,Monona,64.6
7/18/2018,Monona,63.7
8/7/2018,Monona,69.43
8/18/2018,Monona,58.6
9/18/2018,Monona,57.2
10/31/2018,Monona,63.17
11/18/2018,Monona,59.6
12/18/2018,Monona,57.3
2/19/2019,Monona,64.3
2/27/2019,Monona,65.64
4/16/2019,Monona,79.19
4/19/2019,Monona,79.7
6/19/2019,Monona,67.8
8/6/2019,Monona,66.08
10/29/2019,Monona,64.71
12/19/2019,Monona,65.1
2/27/2020,Monona,65.33
3/3/2021,Monona,64.88
4/28/2021,Monona,72.24
8/13/2021,Monona,70.79
11/8/2021,Monona,70.25
2/1/2022,Monona,82.58
5/19/2022,Monona,87.1
8/10/2022,Monona,71.07
11/2/2022,Monona,66.92
2/2/2023,Monona,74.8
4/10/2023,Monona,80.4
7/3/2023,Monona,84.1
8/30/2023,Monona,79.8
10/2/2023,Monona,79.2
4/10/2024,Monona,67.1
6/27/2024,Monona,70.7
7/17/2024,Monona,68
8/28/2024,Monona,65.3
8/28/2024,Monona,32.6
9/18/2024,Monona,67.3
10/29/2024,Monona,70.4
11/1/1970,Waubesa,21.8
5/1/1972,Waubesa,25.5
10/1/1972,Waubesa,25.2
4/1/1973,Waubesa,25
10/1/1973,Waubesa,23
4/1/1974,Waubesa,21
6/1/1974,Waubesa,22
9/1/1974,Waubesa,21
10/1/1974,Waubesa,22
12/1/1974,Waubesa,22
1/1/1975,Waubesa,21.5
2/1/1975,Waubesa,22
3/1/1975,Waubesa,23.2
4/1/1975,Waubesa,21.5
5/1/1975,Waubesa,22.2
6/1/1975,Waubesa,22
7/1/1975,Waubesa,22
8/1/1975,Waubesa,22
9/1/1975,Waubesa,21.8
10/1/1975,Waubesa,21.2
11/1/1975,Waubesa,22.5
12/1/1975,Waubesa,21
1/1/1976,Waubesa,22
2/1/1976,Waubesa,23
3/1/1976,Waubesa,30
4/1/1976,Waubesa,22.5
5/1/1976,Waubesa,21
6/1/1976,Waubesa,22
7/1/1976,Waubesa,23
8/1/1976,Waubesa,22
9/1/1976,Waubesa,23
10/1/1976,Waubesa,23
11/1/1976,Waubesa,22
12/1/1976,Waubesa,27
1/1/1977,Waubesa,25
2/1/1977,Waubesa,30
3/1/1977,Waubesa,26
4/1/1977,Waubesa,23
5/1/1977,Waubesa,22
6/1/1977,Waubesa,23
7/1/1977,Waubesa,33
8/1/1977,Waubesa,15
9/1/1977,Waubesa,22
10/1/1977,Waubesa,23
11/1/1977,Waubesa,23
12/1/1977,Waubesa,25
1/1/1978,Waubesa,25
2/1/1978,Waubesa,26
3/1/1978,Waubesa,28
4/1/1978,Waubesa,19
5/1/1978,Waubesa,22
6/1/1978,Waubesa,24
7/1/1978,Waubesa,19
8/1/1978,Waubesa,21
9/1/1978,Waubesa,55
10/1/1978,Waubesa,32
11/1/1978,Waubesa,24
12/1/1978,Waubesa,22
1/1/1979,Waubesa,24
2/1/1979,Waubesa,25
3/1/1979,Waubesa,24
4/1/1979,Waubesa,21
5/1/1979,Waubesa,23
6/1/1979,Waubesa,24
7/1/1979,Waubesa,24
8/1/1979,Waubesa,25
9/1/1979,Waubesa,23
10/1/1979,Waubesa,24
11/1/1979,Waubesa,24
12/1/1979,Waubesa,22
1/1/1980,Waubesa,24
2/1/1980,Waubesa,26
3/1/1980,Waubesa,26
4/1/1980,Waubesa,28
5/1/1980,Waubesa,27
6/1/1980,Waubesa,26
7/1/1980,Waubesa,25
8/1/1980,Waubesa,23
9/1/1980,Waubesa,24
10/1/1980,Waubesa,25
11/1/1980,Waubesa,25
1/1/1981,Waubesa,28
2/1/1981,Waubesa,27
3/1/1981,Waubesa,23
4/1/1981,Waubesa,25
5/1/1981,Waubesa,25
6/1/1981,Waubesa,27
7/1/1981,Waubesa,25
8/1/1981,Waubesa,25
11/1/1981,Waubesa,23
12/1/1981,Waubesa,24
1/1/1982,Waubesa,26
2/1/1982,Waubesa,27
3/1/1982,Waubesa,27
4/1/1982,Waubesa,25
5/1/1982,Waubesa,27
6/1/1982,Waubesa,25
7/1/1982,Waubesa,26
8/1/1982,Waubesa,26
10/1/1982,Waubesa,27
11/1/1982,Waubesa,26
12/1/1982,Waubesa,25
1/1/1983,Waubesa,25
2/1/1983,Waubesa,25
3/1/1983,Waubesa,27
4/1/1983,Waubesa,27
5/1/1983,Waubesa,28
6/1/1983,Waubesa,26
7/1/1983,Waubesa,24
8/1/1983,Waubesa,27
9/1/1983,Waubesa,26
10/1/1983,Waubesa,28
11/1/1983,Waubesa,28
12/1/1983,Waubesa,27
1/1/1984,Waubesa,35
2/1/1984,Waubesa,29.5
3/1/1984,Waubesa,28
4/1/1984,Waubesa,25
5/1/1984,Waubesa,27
6/1/1984,Waubesa,27
7/1/1984,Waubesa,26.5
8/1/1984,Waubesa,26
9/1/1984,Waubesa,26
10/1/1984,Waubesa,28
11/1/1984,Waubesa,28
12/1/1984,Waubesa,26.5
1/1/1985,Waubesa,28
2/1/1985,Waubesa,30
3/1/1985,Waubesa,30.5
4/1/1985,Waubesa,27
5/1/1985,Waubesa,28
6/1/1985,Waubesa,28
7/1/1985,Waubesa,28
8/1/1985,Waubesa,28
9/1/1985,Waubesa,27
10/1/1985,Waubesa,27
11/1/1985,Waubesa,29
12/1/1985,Waubesa,27
1/1/1986,Waubesa,30
2/1/1986,Waubesa,30
3/1/1986,Waubesa,31
4/1/1986,Waubesa,21
5/1/1986,Waubesa,29
6/1/1986,Waubesa,30.5
7/1/1986,Waubesa,32.8
8/1/1986,Waubesa,30
10/1/1986,Waubesa,31.4
11/1/1986,Waubesa,29.4
12/1/1986,Waubesa,30.2
1/1/1987,Waubesa,29.2
2/1/1987,Waubesa,32
3/1/1987,Waubesa,29.9
4/1/1987,Waubesa,30.3
5/1/1987,Waubesa,32.5
6/1/1987,Waubesa,28.9
7/1/1987,Waubesa,28.8
8/1/1987,Waubesa,30
9/1/1987,Waubesa,29.4
10/1/1987,Waubesa,28
11/1/1987,Waubesa,33
12/1/1987,Waubesa,31.3
1/1/1988,Waubesa,29.2
2/1/1988,Waubesa,32.2
3/1/1988,Waubesa,33.8
4/1/1988,Waubesa,31
5/1/1988,Waubesa,29.8
6/1/1988,Waubesa,32.9
7/1/1988,Waubesa,32.1
8/1/1988,Waubesa,34.5
9/1/1988,Waubesa,35.9
10/1/1988,Waubesa,34
11/1/1988,Waubesa,30.8
12/1/1988,Waubesa,30.6
1/1/1989,Waubesa,36.8
2/1/1989,Waubesa,37.2
3/1/1989,Waubesa,36.2
4/1/1989,Waubesa,36.8
5/1/1989,Waubesa,37.4
6/1/1989,Waubesa,54.2
7/1/1989,Waubesa,38.2
8/1/1989,Waubesa,31.8
9/1/1989,Waubesa,32
10/1/1989,Waubesa,36.6
11/1/1989,Waubesa,36.6
12/1/1989,Waubesa,38.1
1/1/1990,Waubesa,39.8
2/1/1990,Waubesa,43
3/1/1990,Waubesa,42.2
4/1/1990,Waubesa,38.3
5/1/1990,Waubesa,37.8
6/1/1990,Waubesa,37.2
7/1/1990,Waubesa,38.3
8/1/1990,Waubesa,36.8
9/1/1990,Waubesa,26.9
11/1/1990,Waubesa,38.3
12/1/1990,Waubesa,36.1
1/1/1991,Waubesa,40.7
2/1/1991,Waubesa,38.6
4/1/1991,Waubesa,39.5
5/1/1991,Waubesa,39.6
6/1/1991,Waubesa,40.5
7/1/1991,Waubesa,33.7
8/1/1991,Waubesa,41.3
9/1/1991,Waubesa,39.6
10/1/1991,Waubesa,39.8
11/1/1991,Waubesa,38.3
12/1/1991,Waubesa,36.1
1/1/1992,Waubesa,38.4
2/1/1992,Waubesa,40.3
3/1/1992,Waubesa,36.9
4/1/1992,Waubesa,38.4
5/1/1992,Waubesa,39.1
6/1/1992,Waubesa,38.6
12/1/1992,Waubesa,38.1
2/1/1993,Waubesa,43.3
3/1/1993,Waubesa,37.8
7/1/1993,Waubesa,41.2
10/1/1993,Waubesa,37.7
11/1/1993,Waubesa,37.5
12/1/1993,Waubesa,39.2
2/1/1994,Waubesa,39.1
3/1/1994,Waubesa,41.8
6/1/1994,Waubesa,39.7
7/1/1994,Waubesa,39.2
8/1/1994,Waubesa,39.9
9/1/1994,Waubesa,39
10/1/1994,Waubesa,38.4
11/1/1994,Waubesa,37.5
12/1/1994,Waubesa,39.1
1/1/1995,Waubesa,38.8
3/1/1995,Waubesa,36.8
4/1/1995,Waubesa,38.1
5/1/1995,Waubesa,38
6/1/1995,Waubesa,39.2
7/1/1995,Waubesa,39.1
8/1/1995,Waubesa,39.2
9/1/1995,Waubesa,39.6
10/1/1995,Waubesa,38.9
1/1/1996,Waubesa,43.8
2/6/1996,Waubesa,38.39
3/1/1996,Waubesa,44.1
4/1/1996,Waubesa,41.3
5/1/1996,Waubesa,41.5
5/1/1996,Waubesa,41.91
6/1/1996,Waubesa,35.8
9/1/1996,Waubesa,40.7
11/1/1996,Waubesa,22.37
12/1/1996,Waubesa,42.8
1/1/1997,Waubesa,45.1
2/1/1997,Waubesa,46
2/20/1997,Waubesa,43.6
3/1/1997,Waubesa,45.1
4/1/1997,Waubesa,47.4
5/1/1997,Waubesa,41
5/5/1997,Waubesa,47.68
6/1/1997,Waubesa,47.4
7/1/1997,Waubesa,45.3
8/4/1997,Waubesa,55.87
9/1/1997,Waubesa,51
11/25/1997,Waubesa,45.06
1/1/1998,Waubesa,46.6
2/1/1998,Waubesa,46.6
4/1/1998,Waubesa,45.8
4/21/1998,Waubesa,45.16
6/1/1998,Waubesa,45.2
7/1/1998,Waubesa,43.7
8/6/1998,Waubesa,43.67
9/1/1998,Waubesa,41.9
10/1/1998,Waubesa,39.9
12/1/1998,Waubesa,41.5
2/1/1999,Waubesa,45.9
2/4/1999,Waubesa,49.58
3/1/1999,Waubesa,42.1
4/14/1999,Waubesa,46.93
5/1/1999,Waubesa,41.8
7/1/1999,Waubesa,39.9
7/8/1999,Waubesa,43.48
8/1/1999,Waubesa,42
9/1/1999,Waubesa,41.9
10/1/1999,Waubesa,42
10/27/1999,Waubesa,44.08
12/1/1999,Waubesa,44.5
1/1/2000,Waubesa,44.9
1/31/2000,Waubesa,48.8
2/1/2000,Waubesa,40.4
4/1/2000,Waubesa,43.1
4/11/2000,Waubesa,44.58
5/1/2000,Waubesa,41.7
6/1/2000,Waubesa,38.8
7/1/2000,Waubesa,38.1
7/5/2000,Waubesa,40.53
8/1/2000,Waubesa,37.5
9/1/2000,Waubesa,38.2
10/1/2000,Waubesa,41.3
10/26/2000,Waubesa,39.72
11/1/2000,Waubesa,38.3
1/1/2001,Waubesa,44.1
1/16/2001,Waubesa,39.43
2/1/2001,Waubesa,47
3/1/2001,Waubesa,47.3
4/1/2001,Waubesa,42.9
4/25/2001,Waubesa,41.01
5/1/2001,Waubesa,46.9
6/1/2001,Waubesa,46.7
7/1/2001,Waubesa,47.9
7/31/2001,Waubesa,42.95
10/1/2001,Waubesa,44.1
10/23/2001,Waubesa,40.3
11/1/2001,Waubesa,45.4
12/1/2001,Waubesa,45
1/2/2002,Waubesa,47.4
2/2/2002,Waubesa,45
3/2/2002,Waubesa,44.9
4/2/2002,Waubesa,46.1
4/22/2002,Waubesa,39.96
5/2/2002,Waubesa,46.2
6/2/2002,Waubesa,45.7
7/2/2002,Waubesa,46.9
7/19/2002,Waubesa,38.74
8/2/2002,Waubesa,47.2
9/2/2002,Waubesa,47.2
10/2/2002,Waubesa,43.9
10/24/2002,Waubesa,14.54
11/2/2002,Waubesa,44.1
12/2/2002,Waubesa,45.4
1/3/2003,Waubesa,46.9
2/3/2003,Waubesa,47.4
2/10/2003,Waubesa,49.07
3/3/2003,Waubesa,44
4/3/2003,Waubesa,44.6
4/17/2003,Waubesa,45.01
5/3/2003,Waubesa,44.6
6/3/2003,Waubesa,46.1
7/3/2003,Waubesa,45.5
8/3/2003,Waubesa,47.7
8/7/2003,Waubesa,47.94
9/3/2003,Waubesa,46.9
10/3/2003,Waubesa,46.8
11/3/2003,Waubesa,44.5
12/3/2003,Waubesa,46.3
1/4/2004,Waubesa,47.2
2/4/2004,Waubesa,48.5
2/10/2004,Waubesa,53.14
3/4/2004,Waubesa,46.3
4/4/2004,Waubesa,46.6
4/15/2004,Waubesa,48.77
5/4/2004,Waubesa,46.7
6/4/2004,Waubesa,42.6
7/4/2004,Waubesa,41.8
8/4/2004,Waubesa,41.7
8/4/2004,Waubesa,45.67
9/4/2004,Waubesa,41.5
10/4/2004,Waubesa,42.6
11/4/2004,Waubesa,42.6
11/9/2004,Waubesa,22.7
12/4/2004,Waubesa,43.5
1/5/2005,Waubesa,49.6
2/5/2005,Waubesa,53.6
3/2/2005,Waubesa,19.51
3/5/2005,Waubesa,52.3
4/5/2005,Waubesa,46.4
5/5/2005,Waubesa,47.2
6/5/2005,Waubesa,49.3
7/5/2005,Waubesa,53.2
8/4/2005,Waubesa,51.77
8/5/2005,Waubesa,54
9/5/2005,Waubesa,50.4
10/5/2005,Waubesa,55.3
10/26/2005,Waubesa,18.32
11/5/2005,Waubesa,52.6
12/5/2005,Waubesa,53.9
1/6/2006,Waubesa,53.2
2/6/2006,Waubesa,52.9
3/6/2006,Waubesa,50.7
5/6/2006,Waubesa,51.6
6/6/2006,Waubesa,52.4
7/6/2006,Waubesa,52.2
8/6/2006,Waubesa,51.8
8/9/2006,Waubesa,52.98
9/6/2006,Waubesa,48
10/6/2006,Waubesa,48.4
11/6/2006,Waubesa,49.1
11/8/2006,Waubesa,52.75
12/6/2006,Waubesa,48.6
1/7/2007,Waubesa,51.4
2/7/2007,Waubesa,58.7
3/7/2007,Waubesa,53.5
4/7/2007,Waubesa,50.3
6/7/2007,Waubesa,52.4
7/7/2007,Waubesa,53.1
9/7/2007,Waubesa,50.4
10/7/2007,Waubesa,47.6
11/7/2007,Waubesa,48.5
1/8/2008,Waubesa,56.3
2/8/2008,Waubesa,55.8
3/8/2008,Waubesa,61.6
4/8/2008,Waubesa,57.3
4/17/2008,Waubesa,56.16
5/8/2008,Waubesa,59.4
6/8/2008,Waubesa,54.8
7/8/2008,Waubesa,49.9
8/6/2008,Waubesa,51.64
8/8/2008,Waubesa,52.6
9/8/2008,Waubesa,53.7
10/8/2008,Waubesa,52.2
11/3/2008,Waubesa,49.18
11/8/2008,Waubesa,54
12/8/2008,Waubesa,55.1
1/9/2009,Waubesa,45
2/9/2009,Waubesa,54.2
2/16/2009,Waubesa,40.97
3/9/2009,Waubesa,52.9
4/9/2009,Waubesa,56.5
4/24/2009,Waubesa,60.16
5/9/2009,Waubesa,58.5
6/9/2009,Waubesa,55.5
7/9/2009,Waubesa,54.3
8/3/2009,Waubesa,17.16
8/9/2009,Waubesa,56.5
9/9/2009,Waubesa,57.3
10/9/2009,Waubesa,52.5
11/4/2009,Waubesa,57.59
